Date,Weather,Year,Month,Hour,Holiday,Normalized_Temperature,Normalized_Feeling_Temperature,Normalized_Humidity,Windspeed,Count_of_Casual_Users,Count_of_Registered_Users,Count_of_Rented_Bikes
15/12/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,12,13,0,0.5075,0.500911111,0.557865169,0.362694382,14,150,164
05/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,0,1,0.705833333,0.667811111,0.741123596,0.226147191,31,66,97
12/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,19,0,0.42625,0.436422222,0.83011236,0.289217978,3,127,130
26/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,5,0,0.526666667,0.510555556,0.881123596,0.105623596,3,48,51
23/01/13,"Clear, Few clouds, Partly cloudy",2013,1,3,0,0.030833333,0.070044444,0.631235955,0.137670787,1,5,6
30/03/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,3,16,0,0.289583333,0.277144444,0.874494382,0.260441573,0,37,37
11/07/13,"Clear, Few clouds, Partly cloudy",2013,7,12,0,0.840833333,0.815222222,0.53,0.288094382,40,109,149
05/11/13,"Clear, Few clouds, Partly cloudy",2013,11,19,0,0.342916667,0.374155556,0.537865169,0,45,159,204
09/04/14,"Clear, Few clouds, Partly cloudy",2014,4,14,0,0.567916667,0.544188889,0.286741573,0.563435955,66,153,219
15/02/13,"Clear, Few clouds, Partly cloudy",2013,2,21,0,0.248333333,0.288455556,0.527865169,0.004494382,5,61,66
02/08/13,"Clear, Few clouds, Partly cloudy",2013,8,1,0,0.661666667,0.635644444,0.748988764,0.110117978,4,9,13
24/12/13,"Clear, Few clouds, Partly cloudy",2013,12,9,0,0.30125,0.2827,0.461235955,0.429135955,3,54,57
27/08/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,8,12,0,0.661666667,0.622211111,0.832247191,0.496994382,11,65,76
16/08/13,"Clear, Few clouds, Partly cloudy",2013,8,23,0,0.66875,0.624533333,0.657865169,0.1343,20,57,77
22/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,6,0,0.487916667,0.471922222,1,0.090723596,10,127,137
21/02/14,"Clear, Few clouds, Partly cloudy",2014,2,4,0,0.224583333,0.2777,0.644494382,0.002247191,0,3,3
23/05/13,"Clear, Few clouds, Partly cloudy",2013,5,20,0,0.649583333,0.592466667,0.831123596,0.235135955,39,271,310
11/07/14,"Clear, Few clouds, Partly cloudy",2014,7,6,0,0.644583333,0.578577778,0.898988764,0.138794382,17,169,186
19/05/14,"Clear, Few clouds, Partly cloudy",2014,5,16,0,0.744166667,0.659277778,0.306741573,0.1045,331,311,642
01/11/13,"Clear, Few clouds, Partly cloudy",2013,11,16,0,0.48625,0.470811111,0.443370787,0.166447191,46,252,298
28/12/13,"Clear, Few clouds, Partly cloudy",2013,12,11,0,0.3675,0.344966667,0.471235955,0.360447191,18,94,112
27/02/13,"Clear, Few clouds, Partly cloudy",2013,2,4,0,0.2475,0.255733333,0.877865169,0.135423596,0,3,3
24/01/13,"Clear, Few clouds, Partly cloudy",2013,1,21,0,0.148333333,0.155388889,0.64011236,0.1642,6,53,59
05/12/14,"Clear, Few clouds, Partly cloudy",2014,12,16,0,0.462916667,0.465611111,0.335617978,0.294835955,23,354,377
08/10/14,"Clear, Few clouds, Partly cloudy",2014,10,6,1,0.34625,0.350722222,0.767865169,0.105623596,5,55,60
15/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,12,0,0.624583333,0.6362,0.505617978,0.141041573,59,206,265
26/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,23,0,0.492083333,0.475811111,0.881123596,0.094094382,3,73,76
13/07/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,7,14,0,0.831666667,0.769822222,0.467865169,0.1343,27,90,117
07/07/13,"Clear, Few clouds, Partly cloudy",2013,7,15,0,0.867083333,0.795122222,0.413370787,0.258194382,47,120,167
17/01/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,1,10,0,0.306666667,0.294566667,0.871123596,0.260441573,1,62,63
17/02/13,"Clear, Few clouds, Partly cloudy",2013,2,14,0,0.609166667,0.634533333,0.315617978,0.227270787,26,56,82
20/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,2,0,0.549166667,0.529644444,0.884494382,0.1642,1,4,5
13/12/14,"Clear, Few clouds, Partly cloudy",2014,12,8,0,0.24625,0.230633333,0.602247191,0.194,24,655,679
09/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,5,0,0.405,0.413544444,0.871123596,0.108994382,0,9,9
16/05/14,"Clear, Few clouds, Partly cloudy",2014,5,3,0,0.570833333,0.532522222,0.88,0.111241573,1,6,7
30/07/14,"Clear, Few clouds, Partly cloudy",2014,7,20,0,0.730833333,0.690688889,0.704494382,0.235135955,78,385,463
05/04/14,"Clear, Few clouds, Partly cloudy",2014,4,15,0,0.501666667,0.4998,0.32011236,0.113488764,98,171,269
02/01/14,"Clear, Few clouds, Partly cloudy",2014,1,14,1,0.310833333,0.281033333,0.368988764,0.420147191,10,141,151
02/06/13,"Clear, Few clouds, Partly cloudy",2013,6,10,0,0.7225,0.6615,0.282247191,0.499241573,33,106,139
07/12/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,12,1,0,0.472083333,0.457833333,1,0.254823596,4,10,14
23/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,12,0,0.670416667,0.628422222,0.691123596,0.0896,42,206,248
21/05/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,5,13,0,0.60875,0.568933333,0.836741573,0.261565169,49,136,185
02/04/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,4,15,0,0.340416667,0.312444444,0.764494382,0.397088764,72,64,136
13/12/13,"Clear, Few clouds, Partly cloudy",2013,12,20,0,0.332083333,0.329311111,0.491123596,0.165323596,7,154,161
20/02/14,"Clear, Few clouds, Partly cloudy",2014,2,12,1,0.283333333,0.275477778,0.451123596,0.23401236,65,216,281
28/09/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,9,20,0,0.604166667,0.564488889,0.834494382,0.30861236,11,91,102
26/08/13,"Clear, Few clouds, Partly cloudy",2013,8,6,0,0.627083333,0.565044444,0.89011236,0.003370787,5,100,105
08/08/13,"Clear, Few clouds, Partly cloudy",2013,8,5,0,0.711666667,0.683366667,0.792247191,0.097465169,1,14,15
07/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,12,0,0.570416667,0.5353,0.686741573,0.232888764,74,190,264
04/09/13,"Clear, Few clouds, Partly cloudy",2013,9,11,0,0.740416667,0.699777778,0.711235955,0.17431236,174,164,338
16/02/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,2,17,0,0.349583333,0.375266667,0.872247191,0.008988764,8,281,289
07/02/13,"Clear, Few clouds, Partly cloudy",2013,2,2,0,0.210416667,0.273155556,0.808988764,0.006741573,0,4,4
14/10/14,"Clear, Few clouds, Partly cloudy",2014,10,13,0,0.651666667,0.628422222,0.416741573,0.453417978,218,401,619
22/04/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,4,12,0,0.340416667,0.339966667,0.768988764,0.139917978,19,61,80
11/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,6,0,0.3475,0.304111111,0.717865169,0.305241573,0,118,118
15/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,18,0,0.5025,0.496466667,0.727865169,0.2836,27,414,441
26/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,9,0,0.310416667,0.336633333,0.815617978,0.002247191,18,256,274
07/03/14,"Clear, Few clouds, Partly cloudy",2014,3,20,0,0.507916667,0.494244444,0.518988764,0.262688764,18,242,260
15/02/14,"Clear, Few clouds, Partly cloudy",2014,2,15,0,0.42875,0.432533333,0.412247191,0.23401236,7,164,171
23/01/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,1,8,0,0.21,0.213211111,0.864494382,0.135423596,5,268,273
13/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,1,0,0.288333333,0.2626,0.524494382,0.2836,4,20,24
01/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,16,0,0.504166667,0.498133333,0.722247191,0.195123596,75,139,214
03/02/13,"Clear, Few clouds, Partly cloudy",2013,2,10,0,0.182083333,0.152611111,0.44011236,0.332894382,2,50,52
10/10/13,"Clear, Few clouds, Partly cloudy",2013,10,7,1,0.4625,0.457277778,0.884494382,0.003370787,12,103,115
22/03/14,"Clear, Few clouds, Partly cloudy",2014,3,16,0,0.6475,0.619433333,0.655617978,0.198494382,125,300,425
22/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,1,0,0.587083333,0.559388889,0.833370787,0.137670787,11,16,27
02/03/13,"Clear, Few clouds, Partly cloudy",2013,3,19,0,0.40625,0.423544444,0.284494382,0.529141573,6,145,151
16/05/13,"Clear, Few clouds, Partly cloudy",2013,5,7,0,0.529583333,0.502777778,0.832247191,0.286970787,27,245,272
19/10/14,"Clear, Few clouds, Partly cloudy",2014,10,12,0,0.652083333,0.618877778,0.692247191,0.231765169,74,259,333
14/10/14,"Clear, Few clouds, Partly cloudy",2014,10,19,0,0.565,0.535855556,0.641123596,0.231765169,68,268,336
14/01/14,"Clear, Few clouds, Partly cloudy",2014,1,23,0,0.167916667,0.158166667,0.477865169,0.232888764,5,72,77
07/07/14,"Clear, Few clouds, Partly cloudy",2014,7,1,0,0.762916667,0.735077778,0.705617978,0.169817978,16,56,72
04/07/13,"Clear, Few clouds, Partly cloudy",2013,7,0,1,0.648333333,0.576911111,0.841235955,0.135423596,63,78,141
18/07/13,"Clear, Few clouds, Partly cloudy",2013,7,15,0,0.8425,0.816888889,0.531123596,0.330647191,53,111,164
09/02/14,"Clear, Few clouds, Partly cloudy",2014,2,20,0,0.332083333,0.361277778,0.368988764,0.001123596,2,198,200
23/06/13,"Clear, Few clouds, Partly cloudy",2013,6,5,0,0.729166667,0.703666667,0.743370787,0.166447191,2,23,25
16/12/13,"Clear, Few clouds, Partly cloudy",2013,12,5,0,0.485833333,0.484144444,0.447865169,0.394841573,0,27,27
08/08/13,"Clear, Few clouds, Partly cloudy",2013,8,15,0,0.850416667,0.768155556,0.416741573,0.301870787,40,87,127
20/01/14,"Clear, Few clouds, Partly cloudy",2014,1,5,0,0.22375,0.249622222,0.604494382,0.11461236,0,19,19
14/02/14,"Clear, Few clouds, Partly cloudy",2014,2,14,0,0.406666667,0.412988889,0.41011236,0.23401236,13,112,125
13/09/13,"Clear, Few clouds, Partly cloudy",2013,9,11,0,0.70875,0.6615,0.617865169,0.172065169,33,120,153
23/12/14,"Clear, Few clouds, Partly cloudy",2014,12,7,0,0.16625,0.202555556,0.64,0.092970787,3,17,20
01/08/13,"Clear, Few clouds, Partly cloudy",2013,8,2,0,0.703333333,0.672811111,0.743370787,0.11461236,4,8,12
20/09/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,9,10,0,0.567083333,0.533077778,0.883370787,0.17431236,4,26,30
10/10/14,"Clear, Few clouds, Partly cloudy",2014,10,22,0,0.470416667,0.461722222,0.55,0.2985,27,171,198
28/07/14,"Clear, Few clouds, Partly cloudy",2014,7,15,0,0.882083333,0.778811111,0.32,0.286970787,206,292,498
13/12/13,"Clear, Few clouds, Partly cloudy",2013,12,19,0,0.331666667,0.319311111,0.492247191,0.170941573,5,263,268
17/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,3,0,0.448333333,0.447177778,0.891235955,0.001123596,2,25,27
23/11/14,"Clear, Few clouds, Partly cloudy",2014,11,2,0,0.272083333,0.2929,0.758988764,0.0896,1,5,6
11/09/13,"Clear, Few clouds, Partly cloudy",2013,9,0,0,0.625833333,0.567266667,0.883370787,0.011235955,29,80,109
23/09/14,"Clear, Few clouds, Partly cloudy",2014,9,5,0,0.4675,0.4695,0.598988764,0.2537,1,5,6
29/03/13,"Clear, Few clouds, Partly cloudy",2013,3,4,0,0.2075,0.217655556,0.442247191,0.166447191,1,2,3
11/05/14,"Clear, Few clouds, Partly cloudy",2014,5,5,0,0.431666667,0.424755556,0.48011236,0.166447191,3,23,26
04/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,22,0,0.721666667,0.699222222,0.745617978,0.290341573,70,85,155
23/12/14,"Clear, Few clouds, Partly cloudy",2014,12,14,0,0.3425,0.310777778,0.312247191,0.300747191,57,119,176
05/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,13,0,0.37125,0.343855556,0.631123596,0.423517978,5,51,56
30/10/13,"Clear, Few clouds, Partly cloudy",2013,10,15,0,0.424166667,0.437533333,0.357865169,0.167570787,88,202,290
21/07/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,7,6,0,0.592083333,0.551055556,0.888988764,0.26381236,3,12,15
15/02/13,"Clear, Few clouds, Partly cloudy",2013,2,9,0,0.227916667,0.197555556,0.297865169,0.448923596,2,109,111
20/03/13,"Clear, Few clouds, Partly cloudy",2013,3,0,0,0.342083333,0.309111111,0.494494382,0.4179,7,34,41
29/07/14,"Clear, Few clouds, Partly cloudy",2014,7,4,0,0.647916667,0.617211111,0.69,0.200741573,2,11,13
16/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,13,0,0.722083333,0.673366667,0.55011236,0.260441573,37,115,152
14/10/13,"Clear, Few clouds, Partly cloudy",2013,10,14,0,0.628333333,0.622866667,0.432247191,0.36831236,37,119,156
29/07/13,"Clear, Few clouds, Partly cloudy",2013,7,14,0,0.968333333,0.8686,0.306741573,0.226147191,34,114,148
27/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,1,0,0.405833333,0.421322222,0.878988764,0.229517978,6,24,30
23/10/13,"Clear, Few clouds, Partly cloudy",2013,10,10,0,0.427916667,0.434755556,0.711123596,0.092970787,104,186,290
26/08/14,"Clear, Few clouds, Partly cloudy",2014,8,14,0,0.645,0.586355556,0.895617978,0.111241573,125,253,378
07/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,11,0,0.320416667,0.293455556,0.514494382,0.362694382,15,132,147
11/05/13,"Clear, Few clouds, Partly cloudy",2013,5,17,0,0.6525,0.6262,0.473370787,0.115735955,17,242,259
15/07/14,"Clear, Few clouds, Partly cloudy",2014,7,19,0,0.73125,0.718766667,0.848988764,0.2239,109,203,312
07/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,2,0,0.280833333,0.273711111,0.571235955,0.299623596,6,69,75
29/05/13,"Clear, Few clouds, Partly cloudy",2013,5,2,0,0.627916667,0.563933333,0.888988764,0.110117978,12,50,62
11/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,9,0,0.561666667,0.542522222,0.832247191,0.290341573,33,132,165
23/05/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,5,3,0,0.545416667,0.522977778,0.947865169,0.168694382,0,4,4
13/11/14,"Clear, Few clouds, Partly cloudy",2014,11,16,0,0.384166667,0.4039,0.405617978,0.304117978,28,283,311
17/02/13,"Clear, Few clouds, Partly cloudy",2013,2,1,0,0.34375,0.329311111,0.538988764,0.225023596,0,7,7
15/05/14,"Clear, Few clouds, Partly cloudy",2014,5,12,0,0.645,0.6161,0.734494382,0.201865169,44,220,264
18/03/13,"Clear, Few clouds, Partly cloudy",2013,3,0,0,0.4225,0.431977778,0.58,0.294835955,5,24,29
02/07/14,"Clear, Few clouds, Partly cloudy",2014,7,9,0,0.783333333,0.709777778,0.465617978,0.261565169,56,239,295
22/06/14,"Clear, Few clouds, Partly cloudy",2014,6,11,0,0.803333333,0.751288889,0.501235955,0.165323596,76,161,237
14/08/14,"Clear, Few clouds, Partly cloudy",2014,8,10,0,0.702916667,0.682255556,0.80011236,0.113488764,53,156,209
17/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,22,0,0.543333333,0.517977778,0.886741573,0.292588764,12,87,99
30/01/14,"Clear, Few clouds, Partly cloudy",2014,1,23,0,0.27,0.270377778,0.601123596,0.198494382,0,52,52
22/10/13,"Clear, Few clouds, Partly cloudy",2013,10,18,0,0.447916667,0.455511111,0.55011236,0.090723596,111,225,336
05/12/13,"Clear, Few clouds, Partly cloudy",2013,12,1,0,0.330833333,0.359055556,0.88011236,0.004494382,2,10,12
08/09/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,9,3,0,0.624583333,0.562166667,0.944494382,0.005617978,0,3,3
23/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,4,0,0.5475,0.519644444,0.945617978,0,2,3,5
18/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,3,0,0.630416667,0.554388889,0.948988764,0.292588764,0,6,6
11/08/13,"Clear, Few clouds, Partly cloudy",2013,8,23,0,0.668333333,0.630088889,0.504494382,0.168694382,22,106,128
20/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,20,0,0.20125,0.230077778,0.348988764,0.0896,1,142,143
12/02/14,"Clear, Few clouds, Partly cloudy",2014,2,14,0,0.16875,0.132311111,0.405617978,0.524647191,9,103,112
08/06/13,"Clear, Few clouds, Partly cloudy",2013,6,15,0,0.923333333,0.888244444,0.4,0.165323596,28,101,129
26/04/13,"Clear, Few clouds, Partly cloudy",2013,4,15,0,0.70375,0.662611111,0.61,0.361570787,34,119,153
28/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,15,0,0.68125,0.643622222,0.544494382,0.29371236,104,289,393
16/05/14,"Clear, Few clouds, Partly cloudy",2014,5,8,0,0.589166667,0.561611111,0.834494382,0.01011236,33,618,651
07/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,7,0,0.48875,0.473588889,0.82,0.111241573,18,368,386
21/09/14,"Clear, Few clouds, Partly cloudy",2014,9,8,0,0.547083333,0.521866667,0.737865169,0.142165169,31,726,757
23/02/13,"Clear, Few clouds, Partly cloudy",2013,2,15,0,0.34625,0.356833333,0.255617978,0.090723596,18,55,73
09/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,22,0,0.21,0.235077778,0.92,0.108994382,8,54,62
20/09/13,"Clear, Few clouds, Partly cloudy",2013,9,23,0,0.565833333,0.5453,0.946741573,0.011235955,11,71,82
08/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,2,0,0.524166667,0.502222222,0.632247191,0.302994382,9,8,17
14/06/13,"Clear, Few clouds, Partly cloudy",2013,6,13,0,0.645,0.630644444,0.447865169,0.230641573,33,177,210
29/05/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,5,20,0,0.707916667,0.653166667,0.61,0.526894382,36,168,204
31/12/14,"Clear, Few clouds, Partly cloudy",2014,12,22,0,0.269166667,0.280477778,0.565617978,0.1343,13,49,62
04/12/14,"Clear, Few clouds, Partly cloudy",2014,12,7,0,0.425833333,0.428644444,0.887865169,0.135423596,7,495,502
11/05/14,"Clear, Few clouds, Partly cloudy",2014,5,4,0,0.42875,0.438088889,0.511235955,0.196247191,3,6,9
21/10/13,"Clear, Few clouds, Partly cloudy",2013,10,23,0,0.402083333,0.410211111,0.627865169,0.225023596,18,99,117
15/07/14,"Clear, Few clouds, Partly cloudy",2014,7,0,0,0.6875,0.651955556,0.891123596,0.172065169,40,147,187
15/05/14,"Clear, Few clouds, Partly cloudy",2014,5,19,0,0.667083333,0.631755556,0.697865169,0.168694382,57,455,512
16/10/14,"Clear, Few clouds, Partly cloudy",2014,10,10,0,0.502916667,0.494244444,0.486741573,0.29371236,65,158,223
19/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,12,0,0.585416667,0.561611111,0.783370787,0.107870787,38,131,169
15/03/13,"Clear, Few clouds, Partly cloudy",2013,3,6,0,0.221666667,0.233966667,0.803370787,0.194,3,33,36
19/05/14,"Clear, Few clouds, Partly cloudy",2014,5,19,0,0.707083333,0.652511111,0.398988764,0.145535955,203,229,432
14/09/14,"Clear, Few clouds, Partly cloudy",2014,9,0,0,0.567916667,0.545855556,0.731123596,0.09971236,24,64,88
26/02/14,"Clear, Few clouds, Partly cloudy",2014,2,20,0,0.328333333,0.329311111,0.42,0.167570787,9,80,89
19/07/14,"Clear, Few clouds, Partly cloudy",2014,7,20,0,0.830416667,0.775477778,0.493370787,0.166447191,65,441,506
07/12/13,"Clear, Few clouds, Partly cloudy",2013,12,0,0,0.442916667,0.453288889,1.004494382,0.197370787,3,30,33
10/03/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,3,19,0,0.450833333,0.443844444,0.01011236,0.585470787,5,51,56
26/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,13,0,0.70875,0.672811111,0.742247191,0.1642,48,140,188
04/05/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,5,1,0,0.504166667,0.488688889,0.831235955,0.292588764,1,6,7
11/11/14,"Clear, Few clouds, Partly cloudy",2014,11,3,0,0.34125,0.371377778,0.814494382,0.005617978,9,40,49
09/05/13,"Clear, Few clouds, Partly cloudy",2013,5,19,0,0.585416667,0.561055556,0.436741573,0.195123596,45,339,384
27/02/13,"Clear, Few clouds, Partly cloudy",2013,2,6,0,0.245,0.290122222,0.877865169,0.006741573,2,2,4
30/04/14,"Clear, Few clouds, Partly cloudy",2014,4,16,0,0.569166667,0.534744444,0.601123596,0.195123596,44,304,348
08/01/14,"Clear, Few clouds, Partly cloudy",2014,1,11,0,0.365833333,0.360722222,0.47011236,0.226147191,55,201,256
24/10/14,"Clear, Few clouds, Partly cloudy",2014,10,2,0,0.551666667,0.529644444,0.681123596,0.005617978,0,6,6
25/12/14,"Clear, Few clouds, Partly cloudy",2014,12,10,1,0.290416667,0.330422222,0.812247191,0.008988764,11,22,33
27/03/14,"Clear, Few clouds, Partly cloudy",2014,3,9,0,0.245833333,0.243411111,0.382247191,0.200741573,8,259,267
04/09/13,"Clear, Few clouds, Partly cloudy",2013,9,19,0,0.749583333,0.699222222,0.702247191,0.20411236,178,151,329
05/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,0,0,0.240833333,0.247955556,0.704494382,0.167570787,3,36,39
23/11/14,"Clear, Few clouds, Partly cloudy",2014,11,4,0,0.248333333,0.263155556,0.752247191,0.111241573,1,4,5
24/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,7,0,0.56625,0.541411111,0.89011236,0.1045,12,35,47
05/02/13,"Clear, Few clouds, Partly cloudy",2013,2,20,0,0.3125,0.304566667,0.88011236,0.257070787,5,64,69
11/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,17,0,0.607916667,0.581911111,0.79011236,0.2537,70,534,604
11/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,4,0,0.529166667,0.509444444,0.89011236,0.137670787,0,6,6
06/08/14,"Clear, Few clouds, Partly cloudy",2014,8,1,0,0.729166667,0.702,0.798988764,0.096341573,1,11,12
03/07/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,7,20,0,0.77,0.708111111,0.561235955,0.498117978,80,296,376
19/03/13,"Clear, Few clouds, Partly cloudy",2013,3,7,0,0.4025,0.420211111,0.511235955,0.329523596,4,9,13
03/01/14,"Clear, Few clouds, Partly cloudy",2014,1,4,0,0.1625,0.157611111,0.552247191,0.254823596,0,6,6
04/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,0,0,0.70375,0.683366667,0.845617978,0.257070787,10,19,29
10/11/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,11,14,0,0.365,0.337188889,0.872247191,0.294835955,6,59,65
13/06/14,"Clear, Few clouds, Partly cloudy",2014,6,19,0,0.707083333,0.648622222,0.343370787,0.390347191,123,548,671
03/02/13,"Clear, Few clouds, Partly cloudy",2013,2,7,0,0.142916667,0.125644444,0.5,0.334017978,1,87,88
23/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,9,0,0.303333333,0.273255556,0.751123596,0.390347191,17,256,273
28/02/14,"Clear, Few clouds, Partly cloudy",2014,2,14,0,0.4075,0.410766667,0.291235955,0.105623596,13,122,135
29/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,4,0,0.604166667,0.548277778,0.888988764,0.205235955,2,6,8
14/07/14,"Clear, Few clouds, Partly cloudy",2014,7,14,0,0.801666667,0.771488889,0.551123596,0.1045,269,363,632
05/02/14,"Clear, Few clouds, Partly cloudy",2014,2,17,0,0.324583333,0.324866667,0.535617978,0.170941573,31,275,306
14/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,17,0,0.562083333,0.541411111,0.881123596,0.196247191,78,194,272
18/11/14,"Clear, Few clouds, Partly cloudy",2014,11,6,0,0.284583333,0.274922222,0.818988764,0.1642,2,13,15
27/10/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,10,5,0,0.48875,0.479144444,0.885617978,0.091847191,1,14,15
14/05/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,5,16,0,0.6275,0.613322222,0.691123596,0.285847191,20,91,111
08/03/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,3,13,0,0.39,0.405011111,0.261235955,0.110117978,25,73,98
30/05/13,"Clear, Few clouds, Partly cloudy",2013,5,14,1,0.885416667,0.814666667,0.39,0.001123596,142,186,328
01/11/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,11,9,0,0.360416667,0.372488889,0.581235955,0.1045,21,310,331
18/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,5,0,0.6425,0.579688889,0.897865169,0.330647191,3,46,49
17/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,5,0,0.42125,0.4342,0.943370787,0.100835955,5,4,9
26/02/14,"Clear, Few clouds, Partly cloudy",2014,2,14,0,0.34875,0.361277778,0.317865169,0,68,263,331
08/11/13,"Clear, Few clouds, Partly cloudy",2013,11,17,0,0.530416667,0.501111111,0.436741573,0.172065169,40,460,500
